Name,Rating,Rating_Extremeness,Helpfulness,Helpfulness_Negative,Helpfulness_Positive,Verification,Amount_of_positive_attributes,Amount_of_negative_attributes,Amount_of_neutral_attributes,Total_amount_of_attributes,Total_amount_of_valent_attributes,Date_of_Review
ChrisVag,3,0,-34,53,19,1,3,2,2,7,5,2022-03-28
penny_papageorgiou_princessgr,5,2,0,4,4,1,8,0,0,8,8,2023-02-17
huggy_john,4,1,1,0,1,0,6,0,2,8,6,2023-11-12
1972geo,3,0,0,1,1,1,2,0,6,8,2,2023-10-29
Alex_Dal1,5,2,-1,1,0,0,6,0,2,8,6,2023-10-08
Ellia_Vlachou,2,1,-1,1,0,0,2,1,4,7,3,2023-10-01
Filippos_Kehagias,5,2,-1,1,0,0,6,0,2,8,6,2023-09-30
ΕΛΕΝΗΜ,3,0,0,2,2,1,3,0,5,8,3,2023-04-01
dorosgrion,2,1,0,0,0,1,5,1,2,8,6,2023-03-13
Markella_Kyprioti,3,0,-1,1,0,1,1,1,6,8,2,2023-02-14
gfarsarakis,4,1,0,0,0,1,5,0,3,8,5,2023-02-11
Alexis_Arvanitis,5,2,5,1,6,1,8,0,0,8,8,2022-12-02
dora_leonidou,5,2,-8,13,5,1,7,0,1,8,7,2022-09-22
a_spyropoulos,4,1,9,0,9,0,6,1,1,8,7,2022-09-20
adampatrikios,5,2,2,2,4,1,8,0,0,8,8,2022-09-07
Petgamer_Gr,5,2,-3,3,0,1,7,0,1,8,7,2022-09-05
kokkalasn,5,2,3,4,7,0,8,0,0,8,8,2022-08-26
Νίκος Μπ.,2,1,-9,14,5,0,2,2,4,8,4,2022-08-22
dpapan,4,1,0,2,2,1,6,0,2,8,6,2022-08-03
Dimitra_Gk.,2,1,-5,13,8,1,1,2,4,7,3,2022-07-31
Giannis_Koumis,3,0,0,8,8,1,2,2,4,8,4,2022-07-05
Giota_Boura89,2,1,4,11,15,0,1,4,3,8,5,2022-06-24
gram.26,5,2,-2,6,4,0,6,0,2,8,6,2022-06-16
dimitris.karasmailis,3,0,2,8,10,1,3,2,3,8,5,2022-06-14
Popi_Adamopoulou,4,1,1,7,8,0,3,1,4,8,4,2022-05-17
akis.pap,5,2,11,6,17,0,8,0,0,8,8,2022-04-21
ifivo88_ifivo88,4,1,0,0,0,1,6,0,2,8,6,2024-02-13
Not_Mimis,4,1,0,0,0,0,4,2,2,8,6,2024-02-02
lakpol1,4,1,0,0,0,1,7,0,1,8,7,2024-01-23
C_N__Romesis,5,2,-1,1,0,1,5,0,2,7,5,2024-01-23
gepapa38,5,2,-2,3,1,1,6,0,0,6,6,2024-01-10
kozidis1,1,2,-8,8,0,1,1,3,4,8,4,2023-12-19
Serenomas,3,0,4,1,5,0,3,3,2,8,6,2023-11-29
Teo_Liv,5,2,3,0,3,1,8,0,0,8,8,2023-11-21
giannhsmatza1,5,2,0,0,0,1,5,0,3,8,5,2023-11-06
TACCO_CCW,3,0,-19,19,0,1,3,0,5,8,3,2023-10-24
ggian.grs,4,1,-9,9,0,1,3,0,4,7,3,2023-09-19
matersci,4,1,0,3,3,0,4,1,2,7,5,2023-09-04
Joanna_Souranidi,4,1,-1,3,2,0,5,0,3,8,5,2023-09-01
vapishclaw,5,2,-19,21,2,0,7,0,1,8,7,2023-08-03
Fani_K,5,2,9,1,10,1,6,0,2,8,6,2023-07-25
ISIDOROS_FLYTZANIS,4,1,5,3,8,1,6,0,1,7,6,2023-07-12
Chrysovalantis Mon,5,2,8,0,8,1,6,0,0,6,6,2023-06-15
Joanna_Strat,5,2,2,2,4,1,7,0,0,7,7,2023-04-27
J.J.,4,1,17,1,18,0,5,1,2,8,6,2023-04-25
dns_23_gr,2,1,-12,23,11,1,6,0,2,8,6,2023-04-11
tperikles,4,1,4,1,5,1,5,0,3,8,5,2023-03-28
CHRONOSGR,5,2,29,4,33,0,8,0,0,8,8,2023-03-12
Dimitris_Sot,5,2,1,2,3,1,7,0,1,8,7,2023-02-24
netrebelos,5,2,4,3,7,1,4,1,2,7,5,2023-02-13
[email protected],5,2,-2,4,2,1,6,0,2,8,6,2023-01-24
Mitsos_D,5,2,6,2,8,1,5,0,2,7,5,2023-01-18
TACCO_CCW,3,0,-20,20,0,1,3,0,5,8,3,2023-10-24
nick_pilos,5,2,0,0,0,1,8,0,0,8,8,2024-03-05
stex,5,2,0,0,0,1,5,0,3,8,5,2024-02-23
Pantelis_150,5,2,0,0,0,0,8,0,0,8,8,2024-02-23
Titos 16,5,2,1,0,1,1,8,0,0,8,8,2024-02-21
gseggos,5,2,0,0,0,1,7,0,0,7,7,2024-02-13
toscas.g,4,1,-1,1,0,1,7,0,1,8,7,2024-02-07
Serenomas,2,1,2,0,2,0,1,3,4,8,4,2024-02-04
Sotiris_Sianos,5,2,1,0,1,1,7,0,1,8,7,2024-01-30
sotiris.konstantinidis.9,5,2,1,0,1,1,8,0,0,8,8,2024-01-23
tasaras_papas,5,2,3,0,3,0,8,0,0,8,8,2024-01-16
Theodor_Zeis,5,2,0,0,0,1,8,0,0,8,8,2024-01-02
The_Lock,5,2,0,4,4,0,8,0,0,8,8,2024-01-01
Ρωμανός Ιωαννίδης,4,1,3,0,3,0,6,0,2,8,6,2023-12-30
Nikan_21,2,1,-4,10,6,0,2,2,4,8,4,2023-12-28
leo99,5,2,14,0,14,0,8,0,0,8,8,2023-12-09
chryssa_nikaki,3,0,0,0,0,1,5,1,2,8,6,2023-12-06
Babis_Efthimiou62,5,2,2,0,2,1,8,0,0,8,8,2023-10-09
K__Korovesis,4,1,3,1,4,1,5,0,3,8,5,2023-09-27
dimand55,5,2,2,2,4,1,8,0,0,8,8,2023-09-26
Giorgos Emm,5,2,7,0,7,1,6,0,1,7,6,2023-09-11
ErikSK,5,2,1,0,1,1,7,0,1,8,7,2023-09-06
Thanasis.tsouris,2,1,0,0,0,1,2,2,4,8,4,2023-08-27
tsakalidise,2,1,-17,19,2,1,0,1,7,8,1,2023-08-22
Atlas Travel Services,4,1,-8,12,4,1,3,0,5,8,3,2023-06-13
vasilis_drosiou,5,2,-1,1,0,0,8,0,0,8,8,2023-05-27
Panagiotis_Petrou_,5,2,-4,5,1,1,5,0,3,8,5,2023-04-27
ion-kyprioti,5,2,2,1,3,1,8,0,0,8,8,2023-04-23
Lidia6_Games,5,2,1,0,1,0,7,0,0,7,7,2023-04-21
Titos 16,5,2,0,0,0,1,8,0,0,8,8,2024-02-21
Serenomas,2,1,1,0,1,0,1,3,4,8,4,2024-02-04
Sotiris_Sianos,5,2,0,0,0,1,7,0,1,8,7,2024-01-30
PANOS_MESSIOS,5,2,9,1,10,0,7,0,0,7,7,2023-03-25
Giannis_Konstantopoulos7523,5,2,4,0,4,0,8,0,0,8,8,2024-03-08
makisgoril1970,5,2,4,0,4,0,7,0,1,8,7,2024-03-08
nearesi086987,4,1,1,1,2,0,8,0,0,8,8,2024-02-29
FOTIS_ZOURIDIS,1,2,-10,15,5,1,6,2,0,8,8,2024-02-27
jim_dlu,5,2,8,2,10,0,8,0,0,8,8,2024-02-17
Mad_Leo,5,2,13,2,15,1,6,0,2,8,6,2024-02-11
jkatikas,5,2,12,1,13,0,6,0,2,8,6,2024-02-05
Paschalis_Reporter,3,0,-8,14,6,1,7,0,0,7,7,2024-01-30
[email protected],5,2,19,3,22,0,8,0,0,8,8,2024-01-18
Giannis_Konstantopoulos7523,5,2,3,0,3,0,8,0,0,8,8,2024-03-08
makisgoril1970,5,2,3,0,3,0,7,0,1,8,7,2024-03-08
nearesi086987,4,1,0,1,1,0,8,0,0,8,8,2024-02-29
FOTIS_ZOURIDIS,1,2,-11,15,4,1,6,2,0,8,8,2024-02-27
jim_dlu,5,2,7,2,9,0,8,0,0,8,8,2024-02-17
Mad_Leo,5,2,12,2,14,1,6,0,2,8,6,2024-02-11
[email protected],5,2,18,3,21,0,8,0,0,8,8,2024-01-18
Giannis_Konstantopoulos7523,5,2,5,0,5,0,8,0,0,8,8,2024-03-08
makisgoril1970,5,2,5,0,5,0,7,0,1,8,7,2024-03-08
jkatikas,5,2,13,1,14,0,6,0,2,8,6,2024-02-05
Paschalis_Reporter,3,0,-9,15,6,1,7,0,0,7,7,2024-01-30
p_iliadis09,5,2,0,0,0,0,8,0,0,8,8,2024-03-05
elenik8213,5,2,1,0,1,0,8,0,0,8,8,2024-02-23
Tasos_Miskedakis,5,2,7,1,8,0,8,0,0,8,8,2022-05-31
PgK_Junior,4,1,1,1,2,1,7,0,1,8,7,2022-05-06
apostolosmpeleniotes,5,2,4,1,5,1,8,0,0,8,8,2022-04-02
Maldas,4,1,0,2,2,0,7,0,1,8,7,2022-03-06
kmpalanikas,5,2,6,0,6,0,8,0,0,8,8,2022-02-20
tzimakos98,4,1,2,3,5,1,8,0,0,8,8,2022-02-02
agnwstos...,4,1,5,0,5,1,7,0,1,8,7,2022-01-20
Sakis_Konstantinidis41,5,2,6,0,6,1,8,0,0,8,8,2022-01-06
Nikos_K_83,2,1,-5,7,2,1,4,1,3,8,5,2022-01-04
Giwrgos_Terzis4955,5,2,6,0,6,0,7,0,1,8,7,2021-12-15
themisious,4,1,-1,5,4,1,7,0,1,8,7,2021-12-11
damiano1127,4,1,3,3,6,0,5,0,3,8,5,2021-12-09
Maraki__Swag__Yolo,5,2,9,1,10,0,6,0,1,7,6,2021-11-24
Genti_Dedaj,5,2,7,1,8,1,8,0,0,8,8,2021-11-21
egw_eimai_autos,1,2,-3,12,9,0,5,2,1,8,7,2021-10-26
dimtsim9,1,2,3,8,11,0,3,4,1,8,7,2021-10-22
costas_deve,4,1,2,1,3,0,5,0,3,8,5,2021-10-10
bob_varsamis,1,2,-5,11,6,0,1,4,3,8,5,2021-09-26
iManos,4,1,1,4,5,0,7,0,1,8,7,2021-09-24
PANAGIOTES_Kontos,5,2,7,1,8,1,6,0,2,8,6,2021-09-20
karofyllidisxristos,3,0,-1,3,2,1,4,1,3,8,5,2021-08-31
Lazos_Lazos698,2,1,4,2,6,0,6,1,1,8,7,2021-08-27
Paris_Giatas,2,1,0,0,0,1,2,1,5,8,3,2024-02-26
MICHAIL_VOUTSIDIS,4,1,0,0,0,0,7,0,1,8,7,2024-01-27
Rkudos,5,2,1,1,2,0,8,0,0,8,8,2024-01-20
Xeno_fon,4,1,0,0,0,0,5,0,1,6,5,2024-01-16
stelios_stelios6448,5,2,0,0,0,0,8,0,0,8,8,2024-01-13
Vaggelis_Tsiar,2,1,2,1,3,0,3,1,4,8,4,2024-01-05
xristos_mitioudis113,1,2,-1,3,2,0,5,1,2,8,6,2023-12-26
vasiliskrs,4,1,5,1,6,0,5,0,3,8,5,2023-12-20
Maria_Kataxenou,3,0,3,0,3,0,6,0,1,7,6,2023-12-18
antonisstama23,1,2,1,1,2,0,0,3,5,8,3,2023-12-17
pantel!ss,3,0,0,1,1,0,7,0,1,8,7,2023-12-16
DionisisMou,1,2,3,1,4,0,4,1,3,8,5,2023-12-14
oudeteros,5,2,1,0,1,0,7,0,0,7,7,2023-12-14
van_kotsias,5,2,3,1,4,0,8,0,0,8,8,2023-12-12
thanosg1,4,1,2,1,3,0,6,0,2,8,6,2023-11-17
giannhs_athens,1,2,8,1,9,0,7,1,0,8,8,2023-11-10
spiros_liakopoulos,1,2,-4,5,1,0,1,4,3,8,5,2023-10-26
Chris_Chatziantoniou,5,2,5,2,7,0,8,0,0,8,8,2023-10-23
xristakis_korinthos,4,1,3,2,5,0,2,0,6,8,2,2023-10-14
Zisis_Papadopoulos,4,1,1,1,2,0,8,0,0,8,8,2023-10-13
Stratos_Stroumpoulis,1,2,3,1,4,0,6,1,1,8,7,2023-10-12
PSjD__,5,2,0,2,2,0,8,0,0,8,8,2023-10-12
Despoina_A56,1,2,5,1,6,0,2,2,4,8,4,2023-09-16
efthimiosha,1,2,1,9,10,1,0,1,7,8,1,2023-09-07
efthimiosha,1,2,-3,10,7,1,0,4,4,8,4,2023-09-07
Άγγελος Σγάρτσος,5,2,-1,1,0,0,7,0,1,8,7,2023-08-23
Alexander_iliadis,4,1,2,0,2,1,7,0,1,8,7,2023-08-20
G2ER..,5,2,1,1,2,0,8,0,0,8,8,2023-07-29
kostas_tsilonis,5,2,1,0,1,1,7,0,1,8,7,2024-03-17
Elenouka7,3,0,1,0,1,0,6,0,2,8,6,2024-02-23
Dimi_Pap10,3,0,-2,7,5,0,3,1,4,8,4,2023-12-16
Panagiotis_Ratzas,1,2,3,2,5,0,0,1,7,8,1,2023-12-07
pantel!ss,4,1,2,1,3,0,7,0,1,8,7,2023-10-26
chromatopolis,5,2,6,0,6,1,8,0,0,8,8,2023-09-25
anais_Xatzialexandrou,3,0,0,6,6,0,6,0,2,8,6,2023-09-25
DimSam3,4,1,2,0,2,1,6,0,2,8,6,2023-09-19
Sokratis007,2,1,5,1,6,0,4,1,3,8,5,2023-09-07
Tatis_Droulinos,4,1,1,0,1,0,5,1,2,8,6,2023-09-01
kotsioufo2,4,1,2,0,2,0,0,0,0,0,0,2023-08-30
It's Taf Taf,1,2,5,0,5,0,4,1,3,8,5,2023-08-26
Ioannis_Mystegniotelis,1,2,4,1,5,0,6,1,1,8,7,2023-08-16
mixalis_mavraganis72,1,2,6,3,9,0,0,1,0,1,1,2023-07-31
EYTHYMIS_KALTSIDIS,4,1,1,1,2,0,6,0,2,8,6,2023-07-20
Atairiastosss,4,1,1,0,1,0,5,0,0,5,5,2023-07-20
nicolemit,2,1,0,2,2,0,6,0,2,8,6,2023-07-13
Mark_Ch,2,1,-4,8,4,1,6,1,1,8,7,2023-06-23
Koulara_Kroft,1,2,1,0,1,0,3,2,3,8,5,2023-06-07
George_Gamer5,4,1,4,1,5,0,4,0,4,8,4,2023-06-04
DNS42,2,1,0,5,5,0,6,0,2,8,6,2023-05-31
Giwrgosda,1,2,-13,18,5,0,1,4,3,8,5,2023-05-28
Paul_Nissianakis,1,2,5,5,10,0,6,1,1,8,7,2023-05-27
Paradosiako_xyrisma,3,0,-5,8,3,0,2,3,3,8,5,2023-05-20
Konstantinos_Glentis,3,0,0,0,0,1,6,0,2,8,6,2023-12-05
ilias_Iatridis6288,2,1,0,0,0,0,1,3,4,8,4,2023-10-31
Rena_Papadaki26,2,1,0,0,0,0,1,2,5,8,3,2023-10-12
SteXan,4,1,1,0,1,0,6,0,2,8,6,2023-08-14
Vasileios_Karanasios,1,2,2,3,5,0,1,6,1,8,7,2023-07-05
Giorgostil,4,1,1,0,1,1,4,1,3,8,5,2023-06-14
giannisdil79,5,2,1,0,1,0,7,0,1,8,7,2023-05-23
Manozzzz,4,1,0,2,2,0,6,0,2,8,6,2023-04-22
MagicWave_Channel,5,2,0,1,1,1,6,2,0,8,8,2023-03-09
Giorgos_Symeonidis32,1,2,1,0,1,1,2,2,4,8,4,2023-03-07
Efi_Retsi,1,2,-2,3,1,0,0,5,3,8,5,2023-03-07
Marios_Karamanis,5,2,-6,7,1,1,8,0,0,8,8,2023-02-28
dimitrouli8312,5,2,13,0,13,0,6,0,2,8,6,2023-01-12
angeliki_gioti,4,1,-8,10,2,0,4,0,3,7,4,2023-01-11
noralampiri21,3,0,1,10,11,0,4,2,2,8,6,2022-11-14
ratm_nikos,2,1,-5,23,18,0,3,3,2,8,6,2022-10-24
petrosbev,4,1,1,7,8,1,6,0,1,7,6,2022-09-30
georgios.galanopoulos,5,2,18,3,21,0,8,0,0,8,8,2022-09-09
CHristos_Dimitriadis2307,5,2,7,4,11,0,7,0,1,8,7,2022-08-25
Aleksi_Triatafilos,5,2,5,10,15,0,6,0,2,8,6,2022-08-18
Giwrgos_Mikroulis,2,1,-13,22,9,0,4,3,1,8,7,2022-08-11
VagosTech,2,1,7,15,22,0,3,3,2,8,6,2022-08-08
dionisisz1974,2,1,12,8,20,0,0,0,1,1,0,2022-07-20
KsAntonis,4,1,-13,24,11,0,6,0,1,7,6,2022-06-26
christadile,5,2,10,5,15,0,7,0,1,8,7,2022-06-12
Manoskr,1,2,61,30,91,0,3,2,3,8,5,2022-03-29
geodarras,5,2,2,0,2,1,8,0,0,8,8,2024-02-26
NeverCrack,4,1,1,0,1,0,6,0,2,8,6,2024-02-10
Giorgos Petsi,5,2,1,0,1,1,5,2,1,8,7,2024-01-30
konstant,5,2,2,3,5,1,8,0,0,8,8,2024-01-18
xdinos,5,2,5,3,8,1,5,0,3,8,5,2023-12-20
Ioanna_Sevastiadi,5,2,3,2,5,1,8,0,0,8,8,2023-12-19
stefanakos78,2,1,2,16,18,0,3,3,2,8,6,2023-10-22
bill272,4,1,3,8,11,0,5,0,2,7,5,2023-10-10
kostasmichaleas,3,0,-3,9,6,1,2,2,4,8,4,2023-10-03
nikolas_magafas,2,1,5,9,14,0,2,2,4,8,4,2023-09-25
fsinaraku,3,0,-2,9,7,1,0,0,8,8,0,2023-09-17
ant_mpi,4,1,14,3,17,0,4,0,4,8,4,2023-08-26
Theodore_Chatzipavlidis,2,1,18,4,22,0,6,0,2,8,6,2023-08-14
Katerina_Papadopoulou66,3,0,12,1,13,0,3,2,3,8,5,2023-08-13
ΚΩΣΤΑΣΚΑ,3,0,12,2,14,0,3,2,1,6,5,2023-08-06
mixalos92,4,1,5,1,6,1,8,0,0,8,8,2023-07-26
tzanis_skagias,4,1,0,3,3,1,5,0,2,7,5,2023-06-28
Aggelos_Kanis,3,0,7,0,7,1,3,0,5,8,3,2023-06-27
dpyval,5,2,6,4,10,0,8,0,0,8,8,2023-06-11
kwnstantina_tm,5,2,9,2,11,0,8,0,0,8,8,2023-05-12
Penelope_G,3,0,14,2,16,0,5,0,3,8,5,2023-05-02
Dimitris_Mpourlis8109,4,1,6,2,8,0,7,0,1,8,7,2023-04-21
Nik_Mavromanolakis,4,1,7,2,9,0,7,0,1,8,7,2023-04-16
ampalaeo,4,1,14,4,18,1,8,0,0,8,8,2023-03-22
Dimosthenis_Tsatsos,5,2,-10,15,5,0,8,0,0,8,8,2023-03-09
Dimitris_Savvopoulos1323,5,2,-6,12,6,1,4,0,3,7,4,2023-03-06
stefanakos78,2,1,1,16,17,0,3,3,2,8,6,2023-10-22
nikolas_magafas,2,1,6,8,14,0,2,2,4,8,4,2023-09-25
fsinaraku,3,0,-3,9,6,1,0,0,8,8,0,2023-09-17
ant_mpi,4,1,13,3,16,0,4,0,4,8,4,2023-08-26
Theodore_Chatzipavlidis,2,1,17,4,21,0,6,0,2,8,6,2023-08-14
geodarras,5,2,1,0,1,1,8,0,0,8,8,2024-02-26
NeverCrack,4,1,0,0,0,0,6,0,2,8,6,2024-02-10
konstant,5,2,1,3,4,1,8,0,0,8,8,2024-01-18
stefanakos78,2,1,2,15,17,0,3,3,2,8,6,2023-10-22
bill272,4,1,4,7,11,0,5,0,2,7,5,2023-10-10
kostasmichaleas,3,0,-2,8,6,1,2,2,4,8,4,2023-10-03
fsinaraku,3,0,-2,8,6,1,0,0,8,8,0,2023-09-17
ant_mpi,4,1,12,3,15,0,4,0,4,8,4,2023-08-26
gregory.spiggos,3,0,-3,7,4,1,3,0,5,8,3,2024-03-08
pesiridou.eirini,1,2,-5,6,1,1,4,1,3,8,5,2024-03-05
Eir__t,2,1,-1,3,2,0,0,0,0,0,0,2024-03-02
lemoniamisel,1,2,-1,4,3,0,5,0,1,6,5,2024-02-29
PolDor,5,2,6,1,7,0,5,0,2,7,5,2024-02-24
blackwindfireandsteel,5,2,2,1,3,1,7,0,1,8,7,2024-02-22
Antonio_Antonopoulos,3,0,-1,5,4,0,5,1,2,8,6,2024-02-22
kostas1701kiriakidis,5,2,2,0,2,1,8,0,0,8,8,2024-02-16
mikekastam,4,1,1,1,2,1,6,0,2,8,6,2024-02-10
andreas.k.s,5,2,1,2,3,1,6,0,0,6,6,2024-02-07
g_kaltzidou,4,1,2,0,2,0,0,0,0,0,0,2024-02-01
Dimitris_Dimopoulos42,2,1,-1,6,5,0,1,2,5,8,3,2024-01-31
Elena Taralaikou,4,1,1,3,4,0,6,0,2,8,6,2024-01-25
Miltos_gamer_TV,5,2,2,0,2,1,4,0,4,8,4,2024-01-24
bang_min,3,0,-7,10,3,1,5,1,1,7,6,2024-01-21
mariosfilikas,3,0,-3,7,4,0,1,0,7,8,1,2024-01-19
Jason mast ...,2,1,3,2,5,0,3,0,5,8,3,2024-01-19
tsakas_28,5,2,5,1,6,1,8,0,0,8,8,2024-01-19
Giorgos_Polyzogopoulos9943,3,0,-18,23,5,0,3,2,3,8,5,2024-01-17
Petros_Gkouliamanis,5,2,3,0,3,0,8,0,0,8,8,2024-01-16
ariscaz3,5,2,5,2,7,0,8,0,0,8,8,2024-01-16
Panos Uruci,4,1,1,1,2,1,6,0,2,8,6,2024-01-15
gtapin,2,1,-19,23,4,0,5,2,1,8,7,2024-01-12
Manos_Bekhs,5,2,5,0,5,0,8,0,0,8,8,2024-01-10
giannis_tho,4,1,-3,6,3,1,7,0,1,8,7,2024-01-07
Herculesastr,5,2,6,0,6,0,8,0,0,8,8,2024-01-04
panosangel,4,1,4,1,5,1,4,0,3,7,4,2024-01-04
ira-bora,5,2,2,1,3,1,8,0,0,8,8,2024-01-02
Nikos_Alivas__Nikos235_,4,1,-24,24,0,1,4,0,0,4,4,2023-12-26
giannis_tho,4,1,-3,6,3,1,7,0,1,8,7,2024-01-07
panosangel,4,1,4,1,5,1,4,0,3,7,4,2024-01-04
George Savvou,5,2,5,1,6,0,7,0,1,8,7,2024-03-09
SOKRATIS_TOURAMANIDIS,5,2,5,0,5,0,7,0,1,8,7,2024-03-03
gjn,5,2,-2,5,3,1,6,0,0,6,6,2024-02-23
Giannis_Alexiou4470,4,1,0,7,7,0,7,0,1,8,7,2024-02-21
WILLY_WALLAS,4,1,4,2,6,1,5,0,3,8,5,2024-02-18
JohnnyB_ftw,5,2,11,1,12,0,8,0,0,8,8,2024-02-16
dimitris_apostolidis34,5,2,16,0,16,0,8,0,0,8,8,2024-02-13
panagiwthsb,4,1,5,2,7,0,7,0,1,8,7,2024-02-12
Manolis_Noubidis,5,2,27,3,30,0,6,0,2,8,6,2024-01-18
Eva_Castrouni,5,2,0,0,0,1,7,0,1,8,7,2024-03-19
Dj_Lsd,5,2,0,0,0,0,6,0,2,8,6,2024-03-19
George Savvou,5,2,6,2,8,0,7,0,1,8,7,2024-03-09
SOKRATIS_TOURAMANIDIS,5,2,5,1,6,0,7,0,1,8,7,2024-03-03
Giannis_Alexiou4470,4,1,-3,10,7,0,7,0,1,8,7,2024-02-21
WILLY_WALLAS,4,1,3,3,6,1,5,0,3,8,5,2024-02-18
dimitris_apostolidis34,5,2,15,1,16,0,8,0,0,8,8,2024-02-13
panagiwthsb,4,1,4,3,7,0,7,0,1,8,7,2024-02-12
George Savvou,5,2,5,2,7,0,7,0,1,8,7,2024-03-09
SOKRATIS_TOURAMANIDIS,5,2,4,1,5,0,7,0,1,8,7,2024-03-03
Giannis_Alexiou4470,4,1,-2,9,7,0,7,0,1,8,7,2024-02-21
George Savvou,5,2,4,1,5,0,7,0,1,8,7,2024-03-09
SOKRATIS_TOURAMANIDIS,5,2,4,0,4,0,7,0,1,8,7,2024-03-03
gjn,5,2,-1,4,3,1,6,0,0,6,6,2024-02-23
Giannis_Alexiou4470,4,1,1,6,7,0,7,0,1,8,7,2024-02-21
WILLY_WALLAS,4,1,3,2,5,1,5,0,3,8,5,2024-02-18
steve.agiaso,5,2,2,0,2,0,8,0,0,8,8,2024-03-16
Substantial_guy_,5,2,9,0,9,1,8,0,0,8,8,2024-03-14
Fotis Spatharakis,4,1,2,2,4,1,4,0,4,8,4,2024-03-13
ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ,4,1,2,1,3,0,6,0,2,8,6,2024-03-12
giorgostrikala94,5,2,8,0,8,0,7,0,1,8,7,2024-03-10
xar_kaz,5,2,8,1,9,0,8,0,0,8,8,2024-03-05
rafael10127,5,2,14,0,14,0,7,0,1,8,7,2024-02-29
Giannis_Panagopoulos5372,5,2,12,14,26,0,8,0,0,8,8,2024-02-27
markos_raptis69,5,2,6,2,8,0,8,0,0,8,8,2024-02-25
cretanrifleace,5,2,6,4,10,1,8,0,0,8,8,2024-02-20
themischristopoulos,4,1,7,2,9,1,7,0,1,8,7,2024-02-15
yanniskaramanos,5,2,-1,8,7,0,8,0,0,8,8,2024-02-11
ldoukas1985,5,2,15,3,18,1,8,0,0,8,8,2024-01-29
ekpalagad10,5,2,14,5,19,0,8,0,0,8,8,2024-01-24
steve.agiaso,5,2,3,0,3,0,8,0,0,8,8,2024-03-16
Substantial_guy_,5,2,10,0,10,1,8,0,0,8,8,2024-03-14
molivos,4,1,0,0,0,0,3,0,5,8,3,2024-02-11
Γιάννης Ρουσακακης,3,0,1,1,2,0,3,2,3,8,5,2023-11-18
Michalis_Tsengal,4,1,0,1,1,1,8,0,0,8,8,2023-10-24
dakis13,1,2,-1,2,1,0,2,4,2,8,6,2023-09-22
giorgos_tsimirikas,1,2,-1,3,2,0,0,7,1,8,7,2023-08-18
Nick_Tava,2,1,-3,5,2,0,1,4,3,8,5,2023-07-15
elena_kavadia,5,2,1,1,2,1,8,0,0,8,8,2023-07-04
IOUL7002KT,2,1,-1,3,2,1,3,2,3,8,5,2023-07-02
PASCHALIS_TERZIS,2,1,0,2,2,0,0,4,4,8,4,2023-05-05
skiouraki_007,1,2,-2,6,4,0,0,6,2,8,6,2023-02-09
Giwrgos_Aslanis,5,2,1,0,1,0,8,0,0,8,8,2023-01-28
Souzanna_Liatsou,3,0,1,0,1,1,3,1,3,7,4,2023-01-24
mpiskoto_2ndchanel,5,2,-2,5,3,0,8,0,0,8,8,2023-01-18
thodoris1978,3,0,4,0,4,0,5,1,2,8,6,2023-01-10
allen-1,5,2,-2,2,0,1,8,0,0,8,8,2022-12-21
konstantina_katsoulaki,4,1,-6,7,1,0,6,0,2,8,6,2022-11-26
Panos_Fortis,5,2,3,0,3,0,8,0,0,8,8,2022-11-04
samartzidiskostas,5,2,10,0,10,0,8,0,0,8,8,2022-09-21
marw71935,4,1,4,1,5,0,5,0,3,8,5,2022-08-23
Νίκος Μιληδάκης,2,1,1,1,2,1,5,2,1,8,7,2023-09-27
mary_v_pink,5,2,2,0,2,1,6,0,0,6,6,2023-09-14
iliasdog99,4,1,3,0,3,1,5,0,3,8,5,2023-08-06
brawl_7386,1,2,-1,1,0,0,0,4,4,8,4,2023-08-02
skiouraki_007,1,2,3,6,9,0,1,5,2,8,6,2023-06-24
Lazaros_71838,3,0,2,0,2,0,6,0,2,8,6,2023-06-09
kikospartal,4,1,3,0,3,1,5,0,3,8,5,2023-05-29
Yanvar,4,1,1,0,1,0,4,1,3,8,5,2023-05-05
Nick_Tava,1,2,-16,16,0,0,1,5,2,8,6,2023-04-29
mariloo48,4,1,-1,2,1,1,7,0,1,8,7,2023-04-18
Nelli_Simpera,5,2,2,1,3,1,6,0,2,8,6,2023-04-04
Maria_Demertzi6752,3,0,-4,4,0,0,4,1,3,8,5,2023-02-01
Aliki_Raptaki,5,2,-1,4,3,0,7,0,1,8,7,2023-01-13
dizastrouskar_,4,1,0,2,2,0,7,0,1,8,7,2023-01-09
Νίκος Μιληδάκης,2,1,2,0,2,1,5,2,1,8,7,2023-09-27
hliasdog,4,1,3,0,3,1,5,0,3,8,5,2023-08-06
NikMos11,5,2,0,1,1,0,8,0,0,8,8,2024-01-23
dukepapas,4,1,0,0,0,0,8,0,0,8,8,2024-01-17
manos_kour9425,3,0,0,0,0,1,4,1,2,7,5,2024-01-16
Giorgos_Patsatsos,5,2,-3,4,1,0,8,0,0,8,8,2023-09-09
kakafonis7,1,2,-5,6,1,0,0,8,0,8,8,2023-08-22
Dimitris_Metallidis52,2,1,1,0,1,1,1,2,5,8,3,2023-06-12
patroklosroutis,3,0,2,0,2,0,2,0,6,8,2,2023-05-15
Mp.access,3,0,7,0,7,1,3,0,5,8,3,2023-04-21
